gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
4074,Swallow: A Tale of the Great Trek,"Haggard, H. Rider (Henry Rider)",365,en,Historical Fiction/Category: Historical Novels/Category: Adventure,Public domain in the USA.,TRUE
4085,The Adventures of Roderick Random,"Smollett, T. (Tobias)",838,en,Historical Fiction/Best Books Ever Listings/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
4227,"Tom Swift and His Wireless Message; Or, The Castaways of Earthquake Island","Appleton, Victor",267,en,Children's Book Series/Category: Children & Young Adult Reading/Category: Adventure/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
4230,"Tom Swift and His Motor-Cycle; Or, Fun and Adventures on the Road","Appleton, Victor",267,en,Children's Book Series/Category: Children & Young Adult Reading/Category: Adventure/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
4290,The Dominion in 1983,"Centennius, Ralph",1432,en,Precursors of Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
4300,Ulysses,"Joyce, James",1039,en,Best Books Ever Listings/Erotic Fiction/Banned Books from Anne Haight's list/Banned Books List from the American Library Association/Category: Novels/Category: Classics of Literature/Category: British Literature,Public domain in the USA.,TRUE
4358,The Sea Fairies,"Baum, L. Frank (Lyman Frank)",42,en,Children's Literature/Fantasy/Category: Children & Young Adult Reading/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
4558,Barry Lyndon,"Thackeray, William Makepeace",313,en,Historical Fiction/Movie Books/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
4715,An African Millionaire: Episodes in the Life of the Illustrious Colonel Clay,"Allen, Grant",1452,en,"Africa/Crime Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
4980,Old Granny Fox,"Burgess, Thornton W. (Thornton Waldo)",717,en,Children's Literature/Category: Children & Young Adult Reading/Category: Novels,Public domain in the USA.,TRUE
4994,"Five Thousand Miles Underground; Or, the Mystery of the Centre of the Earth","Rockwood, Roy",1625,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
5141,What Katy Did at School,"Coolidge, Susan",1508,en,Children's Literature/School Stories/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
5164,The Beetle: A Mystery,"Marsh, Richard",1718,en,"Mystery Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
5308,The Paradise Mystery,"Fletcher, J. S. (Joseph Smith)",1761,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
5340,Further Chronicles of Avonlea,"Montgomery, L. M. (Lucy Maud)",36,en,Canada/Children's Literature/Category: Short Stories/Category: Humour/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
5341,Kilmeny of the Orchard,"Montgomery, L. M. (Lucy Maud)",36,en,Canada/Children's Literature/Category: Romance/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
5342,The Story Girl,"Montgomery, L. M. (Lucy Maud)",36,en,"Canada/Children's Literature/Category: Children & Young Adult Reading/Category: Adventure/Category: Novels/Category: Mythology, Legends & Folklore",Public domain in the USA.,TRUE
5343,Rainbow Valley,"Montgomery, L. M. (Lucy Maud)",36,en,Canada/Children's Literature/Category: Children & Young Adult Reading/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
5347,Understood Betsy,"Fisher, Dorothy Canfield",1781,en,Children's Literature/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
5348,"Ragged Dick, Or, Street Life in New York with the Boot-Blacks","Alger, Horatio, Jr.",168,en,Children's Fiction/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
5632,Five Little Peppers Midway,"Sidney, Margaret",307,en,Children's Literature/Children's Book Series/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
5660,Mary Louise,"Baum, L. Frank (Lyman Frank)",42,en,Children's Literature/Fantasy/Children's Book Series/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
5699,The Emancipatrix,"Flint, Homer Eon",1592,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
5703,The Lord of Death and the Queen of Life,"Flint, Homer Eon",1592,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
5747,Do and Dare — a Brave Boy's Fight for Fortune,"Alger, Horatio, Jr.",168,en,Children's Fiction/Category: Historical Novels/Category: Children & Young Adult Reading/Category: Adventure/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
5754,"Lysbeth, a Tale of the Dutch","Haggard, H. Rider (Henry Rider)",365,en,Historical Fiction/Category: Historical Novels/Category: Novels,Public domain in the USA.,TRUE
5757,The Maid of Maiden Lane,"Barr, Amelia E.",2199,en,Historical Fiction/Category: Historical Novels/Category: Romance/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
5830,A Garland for Girls,"Alcott, Louisa May",102,en,Children's Literature/Category: Short Stories/Category: Children & Young Adult Reading/Category: American Literature,Public domain in the USA.,TRUE
5897,Castle Richmond,"Trollope, Anthony",324,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
5965,The Devolutionist and the Emancipatrix,"Flint, Homer Eon",1592,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
5977,"Bound to Rise; Or, Up the Ladder","Alger, Horatio, Jr.",168,en,Children's Fiction/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
6086,The Scottish Chiefs,"Porter, Jane",1942,en,Historical Fiction/Category: Historical Novels/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
6087,The Vampyre; a Tale,"Polidori, John William",1943,en,Horror/Gothic Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
6133,"The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar","Leblanc, Maurice",1358,en,"Crime Fiction/Category: Crime, Thrillers and Mystery/Category: Adventure/Category: Novels/Category: French Literature",Public domain in the USA.,TRUE
6308,Hypatia — or New Foes with an Old Face,"Kingsley, Charles",344,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
6418,Five Little Peppers and their Friends,"Sidney, Margaret",307,en,Children's Literature/Children's Book Series/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
6437,"The Splendid Spur
Being Memoirs of the Adventures of Mr. John Marvel, a Servant of His Late Majesty King Charles I, in the Years 1642-3","Quiller-Couch, Arthur",3579,en,Historical Fiction/Category: Historical Novels/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
6440,Elsie Dinsmore,"Finley, Martha",2044,en,Children's Book Series/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
6468,"On a Torn-Away World; Or, the Captives of the Great Earthquake","Rockwood, Roy",1625,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
6480,On the Study of Words,"Trench, Richard Chenevix",2062,en,Historical Fiction/Category: Language & Communication,Public domain in the USA.,TRUE
6630,Curiosities of the Sky,"Serviss, Garrett Putman",2120,en,Science Fiction/Astronomy/Category: Science - Physics,Public domain in the USA.,TRUE
6714,"Dave Dashaway and His Hydroplane; Or, Daring Adventures over the Great Lake","Rockwood, Roy",1625,en,Science Fiction/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
6717,"Through Space to Mars; Or, the Longest Journey on Record","Rockwood, Roy",1625,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
6852,Venus in Furs,"Sacher-Masoch, Leopold, Ritter von",2220,en,Erotic Fiction/Category: Novels/Category: German Literature/Category: Sexuality & Erotica,Public domain in the USA.,TRUE
6903,Miss Ludington's Sister,"Bellamy, Edward",327,en,Science Fiction/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
6987,Five Little Peppers Abroad,"Sidney, Margaret",307,en,Children's Literature/Children's Book Series/Category: Children & Young Adult Reading/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
7052,Dr. Heidenhoff's Process,"Bellamy, Edward",327,en,Science Fiction/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
7154,"The Prince and the Pauper, Part 1.","Twain, Mark",53,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: Classics of Literature/Category: British Literature,Public domain in the USA.,TRUE
7155,"The Prince and the Pauper, Part 2.","Twain, Mark",53,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
7303,Equality,"Bellamy, Edward",327,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
7401,A Crystal Age,"Hudson, W. H. (William Henry)",484,en,Precursors of Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
7434,The Adventures of Joel Pepper,"Sidney, Margaret",307,en,Children's Literature/Children's Book Series/Category: Children & Young Adult Reading/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
7435,Springhaven: A Tale of the Great War,"Blackmore, R. D. (Richard Doddridge)",439,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
7498,Five Little Peppers Grown Up,"Sidney, Margaret",307,en,Children's Literature/Children's Book Series/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
7815,"Hereward, the Last of the English","Kingsley, Charles",344,en,Historical Fiction/Category: Historical Novels/Category: Adventure/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
7884,In the Fog,"Davis, Richard Harding",181,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: American Literature",Public domain in the USA.,TRUE
7889,Erotica Romana,"Goethe, Johann Wolfgang von",586,en,Erotic Fiction/Category: Poetry/Category: Romance/Category: German Literature/Category: Sexuality & Erotica,Public domain in the USA.,TRUE
7974,The Pilot: A Tale of the Sea,"Cooper, James Fenimore",483,en,Historical Fiction/Category: Historical Novels/Category: Adventure/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
8123,The Virginians,"Thackeray, William Makepeace",313,en,Historical Fiction/Category: Historical Novels/Category: British Literature,Public domain in the USA.,TRUE
8188,The Mysterious Key and What It Opened,"Alcott, Louisa May",102,en,"Children's Literature/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
8199,The Moon Metal,"Serviss, Garrett Putman",2120,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
8673,A Columbus of Space,"Serviss, Garrett Putman",2120,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
8681,The Face and the Mask,"Barr, Robert",1616,en,"Science Fiction/Category: Crime, Thrillers and Mystery/Category: Novels",Public domain in the USA.,TRUE
8735,The Revolutions of Time,"Dunn, Jonathan",2867,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
8938,"Zenobia; or, the Fall of Palmyra","Ware, William",2937,en,Historical Fiction/Category: Historical Novels/Category: Novels,Public domain in the USA.,TRUE
8994,What Katy Did,"Coolidge, Susan",1508,en,Children's Literature/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
8995,What Katy Did Next,"Coolidge, Susan",1508,en,Children's Literature/Category: Children & Young Adult Reading/Category: Novels/Category: Travel Writing,Public domain in the USA.,TRUE
9194,The Second Deluge,"Serviss, Garrett Putman",2120,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
9297,The Orange-Yellow Diamond,"Fletcher, J. S. (Joseph Smith)",1761,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
9377,"London Pride, Or, When the World Was Younger","Braddon, M. E. (Mary Elizabeth)",2957,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
9415,Olaf the Glorious: A Story of the Viking Age,"Leighton, Robert",3054,en,Historical Fiction/Category: Historical Novels/Category: Adventure,Public domain in the USA.,TRUE
9746,The Ashiel mystery : $b a detective story,"Bryce, Marion",3129,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
9756,"Leila or, the Siege of Granada, Book I.","Lytton, Edward Bulwer Lytton, Baron",761,en,Historical Fiction/Category: Historical Novels/Category: Romance/Category: British Literature,Public domain in the USA.,TRUE
9807,Scarhaven Keep,"Fletcher, J. S. (Joseph Smith)",1761,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
9834,The Talleyrand Maxim,"Fletcher, J. S. (Joseph Smith)",1761,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
9845,The Spy,"Cooper, James Fenimore",483,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
9862,City of Endless Night,"Hastings, Milo",4956,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
9909,Nightmare Abbey,"Peacock, Thomas Love",493,en,Gothic Fiction/Category: Humour/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
9963,"Elsie's Girlhood
A Sequel to ""Elsie Dinsmore"" and ""Elsie's Holidays at Roselands""","Finley, Martha",2044,en,Children's Book Series/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
9990,"Brave and Bold; Or, The Fortunes of Robert Rushton","Alger, Horatio, Jr.",168,en,Children's Fiction/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
10002,The House on the Borderland,"Hodgson, William Hope",3260,en,"Science Fiction/Fantasy/Horror/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
10007,Carmilla,"Le Fanu, Joseph Sheridan",272,en,Horror/Gothic Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: Classics of Literature/Category: British Literature,Public domain in the USA.,TRUE
10067,The Mystery of the Boule Cabinet: A Detective Story,"Stevenson, Burton Egbert",980,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: American Literature",Public domain in the USA.,TRUE
10317,"Betty Gordon at Boarding School; Or, The Treasure of Indian Chasm","Emerson, Alice B.",1619,en,School Stories/Children's Book Series/Category: Children & Young Adult Reading/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
10430,Trips to the Moon,"Lucian, of Samosata",1997,en,Precursors of Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Adventure/Category: Classics of Literature,Public domain in the USA.,TRUE
10556,The Old Man in the Corner,"Orczy, Emmuska Orczy, Baroness",45,en,"Detective Fiction/Category: Short Stories/Category: Crime, Thrillers and Mystery/Category: British Literature",Public domain in the USA.,TRUE
10662,The Night Land,"Hodgson, William Hope",3260,en,Science Fiction/Fantasy/Horror/Category: Science-Fiction & Fantasy/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
10743,Moonfleet,"Falkner, John Meade",3660,en,Adventure/Historical Fiction/Movie Books/Category: Historical Novels/Category: Adventure/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
10966,The Ghost Pirates,"Hodgson, William Hope",3260,en,"Science Fiction/Pirates, Buccaneers, Corsairs, etc./Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
11082,Old Saint Paul's: A Tale of the Plague and the Fire,"Ainsworth, William Harrison",1056,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
11128,The Red Thumb Mark,"Freeman, R. Austin (Richard Austin)",3551,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
11252,"Martin Hewitt, Investigator","Morrison, Arthur",3903,en,"Detective Fiction/Category: Short Stories/Category: Crime, Thrillers and Mystery/Category: British Literature",Public domain in the USA.,TRUE
11323,"Caleb Williams; Or, Things as They Are","Godwin, William",380,en,Gothic Fiction/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
11451,The Rome Express,"Griffiths, Arthur",3987,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels",Public domain in the USA.,TRUE
11574,Master Skylark: A Story of Shakspere's Time,"Bennett, John",4032,en,Historical Fiction/Category: Historical Novels/Category: Children & Young Adult Reading/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
12122,"The Monkey's Paw
The Lady of the Barge and Others, Part 2.","Jacobs, W. W. (William Wymark)",1865,en,Gothic Fiction/Category: Short Stories,Public domain in the USA.,TRUE
12187,The Mystery of 31 New Inn,"Freeman, R. Austin (Richard Austin)",3551,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
12259,"Memoirs of a Cavalier
A Military Journal of the Wars in Germany, and the Wars in England.
From the Year 1632 to the Year 1648.","Defoe, Daniel",204,en,Germany/Historical Fiction/Category: Historical Novels/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
12509,The Moon Rock,"Rees, Arthur J. (Arthur John)",4400,en,Detective Fiction/Category: Novels,Public domain in the USA.,TRUE
12847,Havelok the Dane: A Legend of Old Grimsby and Lincoln,"Whistler, Charles W. (Charles Watts)",4801,en,"Historical Fiction/Category: Historical Novels/Category: Adventure/Category: Mythology, Legends & Folklore/Category: British Literature",Public domain in the USA.,TRUE
12932,Four Max Carrados Detective Stories,"Bramah, Ernest",529,en,"Detective Fiction/Category: Short Stories/Category: Crime, Thrillers and Mystery/Category: British Literature",Public domain in the USA.,TRUE
13054,A Thane of Wessex: Being a Story of the Great Viking Raids into Somerset,"Whistler, Charles W. (Charles Watts)",4801,en,Historical Fiction/Category: Historical Novels/Category: Adventure,Public domain in the USA.,TRUE
13183,In the Days of Chivalry: A Tale of the Times of the Black Prince,"Everett-Green, Evelyn",4888,en,Historical Fiction/Category: Historical Novels/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
13215,"Edwy the Fair or the First Chronicle of Aescendune
A Tale of the Days of Saint Dunstan","Crake, A. D. (Augustine David)",4926,en,Historical Fiction/Category: Historical Novels/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
13227,The Lord of Dynevor: A Tale of the Times of Edward the First,"Everett-Green, Evelyn",4888,en,Historical Fiction/Category: Historical Novels/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
13243,In the Palace of the King: A Love Story of Old Madrid,"Crawford, F. Marion (Francis Marion)",1316,en,Historical Fiction/Category: Historical Novels/Category: Romance,Public domain in the USA.,TRUE
13305,"Alfgar the Dane or the Second Chronicle of Aescendune
A Tale of the Days of Edmund Ironside","Crake, A. D. (Augustine David)",4926,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
13372,The Gloved Hand,"Stevenson, Burton Egbert",980,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels",Public domain in the USA.,TRUE
13375,The Rival Heirs; being the Third and Last Chronicle of Aescendune,"Crake, A. D. (Augustine David)",4926,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
13404,Tom Tufton's Travels,"Everett-Green, Evelyn",4888,en,Historical Fiction/Category: Adventure/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
13423,Zarlah the Martian,"Grisewood, R. Norman (Robert Norman)",5042,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
13567,Clementina,"Mason, A. E. W. (Alfred Edward Woodley)",1564,en,Historical Fiction/Category: Historical Novels/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
13716,A Trip to Venus: A Novel,"Munro, John",496,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
13752,Wulfric the Weapon Thane: A Story of the Danish Conquest of East Anglia,"Whistler, Charles W. (Charles Watts)",4801,en,Historical Fiction/Category: Historical Novels/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
13783,The Boy Inventors' Radio Telephone,"Bonner, Richard",5217,en,Technology/Children's Book Series/Category: Children & Young Adult Reading/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
13815,The Talking Beasts: A Book of Fable Wisdom,NA,NA,en,"Children's Literature/Category: Children & Young Adult Reading/Category: Mythology, Legends & Folklore",Public domain in the USA.,TRUE
13882,"John Thorndyke's Cases
related by Christopher Jervis and edited by R. Austin Freeman","Freeman, R. Austin (Richard Austin)",3551,en,"Detective Fiction/Category: Short Stories/Category: Crime, Thrillers and Mystery/Category: British Literature",Public domain in the USA.,TRUE
13897,The Adventure Club Afloat,"Barbour, Ralph Henry",2067,en,Children's Book Series/Category: Children & Young Adult Reading/Category: Adventure/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
13944,"After London; Or, Wild England","Jefferies, Richard",229,en,Precursors of Science Fiction/Best Books Ever Listings/United Kingdom/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
14301,Atlantida,"Benoît, Pierre",5457,en,"Science Fiction/Category: Adventure/Category: Novels/Category: Mythology, Legends & Folklore/Category: French Literature",Public domain in the USA.,TRUE
14332,Cleek: the Man of the Forty Faces,"Hanshew, Thomas W.",5480,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
14534,Christmas with Grandma Elsie,"Finley, Martha",2044,en,Children's Book Series/Christmas/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
14813,The Life and Death of Richard Yea-and-Nay,"Hewlett, Maurice",1864,en,"Historical Fiction/Bestsellers, American, 1895-1923/Category: Historical Novels/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
14875,Elsie's children,"Finley, Martha",2044,en,Children's Book Series/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature/Category: Parenthood & Family Relations,Public domain in the USA.,TRUE
14883,Grandmother Elsie,"Finley, Martha",2044,en,Children's Book Series/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
15281,Uncle Wiggily's Adventures,"Garis, Howard Roger",808,en,Children's Book Series/Category: Children & Young Adult Reading/Category: Adventure,Public domain in the USA.,TRUE
15493,The Lancashire Witches: A Romance of Pendle Forest,"Ainsworth, William Harrison",1056,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
15651,"His Grace of Osmonde
Being the Portions of That Nobleman's Life Omitted in the Relation of His Lady's Story Presented to the World of Fashion under the Title of A Lady of Quality","Burnett, Frances Hodgson",73,en,Historical Fiction/Category: Historical Novels,Public domain in the USA.,TRUE
15694,"A Friend of Cæsar: A Tale of the Fall of the Roman Republic. Time, 50-47 B.C.","Davis, William Stearns",1557,en,Historical Fiction/Category: Historical Novels/Category: Novels,Public domain in the USA.,TRUE
15769,In the Wars of the Roses: A Story for the Young,"Everett-Green, Evelyn",4888,en,Historical Fiction/Category: Historical Novels/Category: Children & Young Adult Reading/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
15798,Clover,"Coolidge, Susan",1508,en,Children's Literature/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
15868,"The Man Without a Country, and Other Tales","Hale, Edward Everett",650,en,Historical Fiction/Harvard Classics/Category: Short Stories/Category: American Literature,Public domain in the USA.,TRUE
16100,Marietta: A Maid of Venice,"Crawford, F. Marion (Francis Marion)",1316,en,Historical Fiction/Category: Historical Novels/Category: Romance/Category: Novels,Public domain in the USA.,TRUE
16196,"King Olaf's Kinsman
A Story of the Last Saxon Struggle against the Danes in the Days of Ironside and Cnut","Whistler, Charles W. (Charles Watts)",4801,en,Historical Fiction/Category: Historical Novels/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
16259,The Surprising Adventures of the Magical Monarch of Mo and His People,"Baum, L. Frank (Lyman Frank)",42,en,Children's Literature/Fantasy/Category: Children & Young Adult Reading/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
16339,The Passenger from Calais,"Griffiths, Arthur",3987,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels",Public domain in the USA.,TRUE
16720,"Marzio's Crucifix, and Zoroaster","Crawford, F. Marion (Francis Marion)",1316,en,Historical Fiction/Category: Novels,Public domain in the USA.,TRUE
16921,Plague Ship,"Norton, Andre",7021,en,"Science Fiction/Pirates, Buccaneers, Corsairs, etc./Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Adventure",Public domain in the USA.,TRUE
17355,The Runaway Skyscraper,"Leinster, Murray",7321,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Romance/Category: Adventure/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
17412,"The Bobbsey Twins
Or, Merry Days Indoors and Out","Hope, Laura Lee",367,en,Children's Book Series/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
17597,Halil the Pedlar: A Tale of Old Stambul,"Jókai, Mór",5845,en,Historical Fiction/Category: Historical Novels/Category: Novels,Public domain in the USA.,TRUE
17763,The Mystery of the Hasty Arrow,"Green, Anna Katharine",541,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: American Literature",Public domain in the USA.,TRUE
17851,"The History of Mary Prince, a West Indian Slave","Prince, Mary",7648,en,Historical Fiction/Category: Biographies/Category: History - British/Category: History - Modern (1750+),Public domain in the USA.,TRUE
17866,Murder in the Gunroom,"Piper, H. Beam",8301,en,"Crime Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: American Literature",Public domain in the USA.,TRUE
17870,Operation Terror,"Leinster, Murray",7321,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
17958,Warlord of Kor,"Carr, Terry",7721,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
18019,The Luckiest Girl in the School,"Brazil, Angela",2544,en,School Stories/Children's Fiction/Category: Children & Young Adult Reading/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
18105,Genesis,"Piper, H. Beam",8301,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
18109,Graveyard of Dreams,"Piper, H. Beam",8301,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
18137,Little Fuzzy,"Piper, H. Beam",8301,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
18139,Rip Foster in Ride the Gray Planet,"Goodwin, Harold L. (Harold Leland)",7833,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
18172,This World Is Taboo,"Leinster, Murray",7321,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
