gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
29793,The Hohokam Dig,"Pratt, Theodore",34174,en,Science Fiction/Category: Historical Novels/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
29794,"Tree, Spare that Woodman","Dryfoos, Dave",34175,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
29822,Rescue Squad,"O'Hara, Thomas J.",34197,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29832,Second Sight,"Wells, Basil",33148,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29889,Life Sentence,"McConnell, James V.",34228,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29897,Runaway,"Samachson, Joseph",33434,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29908,The Adventurer,"Kornbluth, C. M. (Cyril M.)",34039,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29910,The Second Voice,"Rubin, Mann",34245,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
29931,The Big Tomorrow,"Shaver, Richard S.",35925,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
29947,Spacemen Never Die!,"Hershman, Morris",34261,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
29948,Two Timer,"Brown, Fredric",32063,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
29954,There is a Reaper ...,"De Vet, Charles V.",32106,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
29962,Celebrity,"McKimmey, James",34006,en,Science Fiction/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
29963,"Goodbye, Dead Man!","Harris, Tom W.",34273,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
29965,Two Thousand Miles Below,"Diffin, Charles Willard",33760,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
29966,Slaves of Mercury,"Schachner, Nathan",33823,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
29975,One Martian Afternoon,"Leahy, Tom",34282,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
29976,Weak on Square Roots,"Burton, Russell",34283,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
29987,Join Our Gang?,"Lanier, Sterling E.",34292,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
30002,Sjambak,"Vance, Jack",34300,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
30004,A Bottle of Old Wine,"Lewis, Richard O.",34303,en,"Science Fiction/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery",Public domain in the USA.,TRUE
30010,Trees Are Where You Find Them,"Savage, Arthur Dekker",34306,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
30014,Native Son,"Hamm, T. D.",34312,en,Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
30015,Stopover Planet,"Gilbert, Robert E.",34313,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
30034,I'll Kill You Tomorrow,"Huber, Helen",34325,en,Science Fiction/Science Fiction by Women/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
30044,The Carnivore,"MacLean, Katherine",34332,en,Science Fiction/Science Fiction by Women/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
30045,Planet of Dreams,"McKimmey, James",34006,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
30062,The Plague,"Keller, Teddy",34342,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
30063,Double Take,"Wilson, Richard",34343,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
30086,Has Anyone Here Seen Kelly?,"Walton, Bryce",33100,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
30170,Lonesome Hearts,"Winterbotham, R. R. (Russell Robert)",25195,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
30189,Show Business,"Ellanby, Boyd",35725,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
30199,McIlvaine's Star,"Derleth, August",34440,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
30214,The Red Hell of Jupiter,"Ernst, Paul",25157,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
30240,The Big Trip Up Yonder,"Vonnegut, Kurt",9812,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour/Category: American Literature,Public domain in the USA.,TRUE
30242,Prologue to an Analogue,"Richmond, Leigh",34183,en,Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
30252,The Four-Faced Visitors of Ezekiel,"Orton, Arthur W.",34463,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Religion/Spirituality,Public domain in the USA.,TRUE
30267,Remember the Alamo!,"Fehrenbach, T. R.",34471,en,Science Fiction/Category: Historical Novels/Category: American Literature,Public domain in the USA.,TRUE
30283,The Sound of Silence,"Constant, Barbara",34490,en,Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Novels/Category: Psychiatry/Psychology,Public domain in the USA.,TRUE
30303,The Passing of Ku Sui,"Gilmore, Anthony",33822,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
30305,DP,"Savage, Arthur Dekker",34306,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
30307,Hawk Carse,"Gilmore, Anthony",33822,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
30311,Modus Vivendi,"Berryman, John",33947,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
30329,Black Eyes and the Daily Grind,"Marlowe, Stephen",32369,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
30330,High Dragon Bump,"Thompson, Don",34538,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels,Public domain in the USA.,TRUE
30348,The Last Supper,"Hamm, T. D.",34312,en,Science Fiction/Science Fiction by Women/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
30353,The Smiler,"Hernhuter, Albert",33470,en,"Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery/Category: American Literature",Public domain in the USA.,TRUE
30361,The Stowaway,"Heiner, Alvin",34556,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
30379,Field Trip,"Hunter, Gene",34569,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
30380,Pipe of Peace,"McKimmey, James",34006,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
30381,Prelude to Space,"Haseltine, Robert W.",34570,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: American Literature,Public domain in the USA.,TRUE
30382,"Say ""Hello"" for Me","Coggins, Frank W.",34571,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
30383,Spies Die Hard!,"Marmor, Arnold",34572,en,"Science Fiction/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery/Category: Novels",Public domain in the USA.,TRUE
30399,Pythias,"Pohl, Frederik",25413,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
30405,The Clean and Wholesome Land,"Sholto, Ralph",34585,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
30416,"Waste Not, Want","Dryfoos, Dave",34175,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
30427,The Lost Kafoozalum,"Ashwell, Pauline",34604,en,Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
30437,Larson's Luck,"Vance, Gerald",32968,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
30454,Blind Spot,"Jones, Bascom",34619,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
30457,Through Russian Snows: A Story of Napoleon's Retreat from Moscow,"Henty, G. A. (George Alfred)",1032,en,Historical Fiction/Category: Historical Novels/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
30468,"Holes, Incorporated","Reynolds, L. Major",33867,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels,Public domain in the USA.,TRUE
30474,They Also Serve,"Westlake, Donald E.",32451,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
30475,With a Vengeance,"Woodley, J. B.",34628,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
30476,Zero Hour,"Blade, Alexander",56822,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
30486,Shirley,"Brontë, Charlotte",408,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
30491,Vital Ingredient,"De Vet, Charles V.",32106,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
30637,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)",34724,en,"Science Fiction/Category: Essays, Letters & Speeches/Category: American Literature/Category: Journalism/Media/Writing",Public domain in the USA.,TRUE
30679,The Trouble with Telstar,"Berryman, John",33947,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
30715,Where There's Hope,"Bixby, Jerome",34130,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
30767,New Apples in the Garden,"Neville, Kris",25913,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
30828,The Barbarians,"Budrys, Algis",25613,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
30884,Step IV,"Brown, Rosel George",34873,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
30971,Industrial Revolution,"Anderson, Poul",25203,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
31038,The Real Hard Sell,"Stuart, William W.",33446,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
31062,The Cartels Jungle,"Cox, Irving E.",31427,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
31207,Where the World is Quiet,"Kuttner, Henry",35061,en,"Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Mythology, Legends & Folklore",Public domain in the USA.,TRUE
31215,A World Apart,"Merwin, Sam, Jr.",33758,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
31262,Rastignac the Devil,"Farmer, Philip José",33989,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
31287,Turnover Point,"Coppel, Alfred",25110,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
31324,The Angel of the Revolution: A Tale of the Coming Terror,"Griffith, George Chetwynd",8557,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
31355,To Each His Star,"Walton, Bryce",33100,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
31364,B-12's Moon Glow,"Stearns, Charles A.",26736,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
31469,The Shunned House,"Lovecraft, H. P. (Howard Phillips)",34724,en,"Science Fiction/Horror/Category: Short Stories/Category: Crime, Thrillers and Mystery/Category: American Literature",Public domain in the USA.,TRUE
31501,The Sensitive Man,"Anderson, Poul",25203,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
31547,Youth,"Asimov, Isaac",35316,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: American Literature,Public domain in the USA.,TRUE
31583,The Venus Trap,"Smith, Evelyn E.",25680,en,Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
31599,To Remember Charlie By,"Aycock, Roger D.",25679,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
31619,The Planet Savers,"Bradley, Marion Zimmer",8842,en,Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
31651,The Instant of Now,"Cox, Irving E.",31427,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
31665,Skin Game,"Fritch, Charles E.",33342,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
31716,Jimsy and the Monsters,"Sheldon, Walter J.",33576,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels,Public domain in the USA.,TRUE
31736,Star Performer,"Shea, Robert",33088,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
31767,The Peacemaker,"Coppel, Alfred",25110,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
31778,The Draw,"Bixby, Jerome",34130,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: American Literature,Public domain in the USA.,TRUE
31840,Ring Once for Death,"Arthur, Robert",25995,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
31841,The Water Eater,"Marks, Winston K. (Winston Kinney)",26841,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
31897,You Don't Make Wine Like the Greeks Did,"Fisher, David E.",35541,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
31922,Felony,"Causey, James",34044,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
31929,Big Pill,"Gallun, Raymond Z. (Raymond Zinke)",28382,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
31948,Thompson's Cat,"Williams, Robert Moore",33777,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
31956,Garth and the Visitor,"Stecher, L. J., Jr.",32723,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
31962,The Ethical Way,"Farrell, Joseph",35576,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Philosophy & Ethics,Public domain in the USA.,TRUE
31979,The Tunnel Under the World,"Pohl, Frederik",25413,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
31981,The Eel,"De Ford, Miriam Allen",35591,en,"Science Fiction/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery",Public domain in the USA.,TRUE
32026,The World That Couldn't Be,"Simak, Clifford D.",25185,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32029,Seed of the Arctic Ice,"Bates, Harry",33755,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
32054,Stamped Caution,"Gallun, Raymond Z. (Raymond Zinke)",28382,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32076,Brown John's Body,"Marks, Winston K. (Winston Kinney)",26841,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
32077,Breeder Reaction,"Marks, Winston K. (Winston Kinney)",26841,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
32079,The Small World of M-75,"Clinton, Ed M.",25710,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
32104,Turning Point,"Coppel, Alfred",25110,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
32108,The Ego Machine,"Kuttner, Henry",35061,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels,Public domain in the USA.,TRUE
32127,Wheels Within,"De Vet, Charles V.",32106,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
32131,The Kenzie Report,"Clifton, Mark",25374,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
32162,The Beasts in the Void,"Fairman, Paul W.",9567,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32181,Do Unto Others,"Clifton, Mark",25374,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
32207,A Mixture of Genius,"Castle, Arnold",26853,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32208,The Star Lord,"Ellanby, Boyd",35725,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
32209,Assignment's End,"Aycock, Roger D.",25679,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32230,Wainer,"Shaara, Michael",35381,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32303,Pastoral Affair,"Stearns, Charles A.",26736,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels,Public domain in the USA.,TRUE
32317,The World with a Thousand Moons,"Hamilton, Edmond",26787,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
32321,The Book,"Shaara, Michael",35381,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32359,Sinister Paradise,"Williams, Robert Moore",33777,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
32360,The Holes Around Mars,"Bixby, Jerome",34130,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
32398,"Brood of the Dark Moon
(A Sequel to ""Dark Moon"")","Diffin, Charles Willard",33760,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
32427,Category Phoenix,"Ellanby, Boyd",35725,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32447,The Thing in the Attic,"Blish, James",25608,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32498,The Brain,"Hauser, Heinrich",56821,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32530,Armageddon—2419 A.D.,"Nowlan, Philip Francis",31334,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
32541,One Way,"De Ford, Miriam Allen",35591,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32562,"""And That's How It Was, Officer""","Sholto, Ralph",34585,en,"Science Fiction/Category: Crime, Thrillers and Mystery/Category: Humour/Category: Novels",Public domain in the USA.,TRUE
32563,The Lost Warship,"Williams, Robert Moore",33777,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32574,The Telenizer,"Thompson, Don",34538,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32579,Micro-Man,"Ackerman, Forrest J.",33388,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32584,The Secret of Kralitz,"Kuttner, Henry",35061,en,"Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Mythology, Legends & Folklore",Public domain in the USA.,TRUE
32587,The Ambassador,"Merwin, Sam, Jr.",33758,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32654,Project Hush,"Tenn, William",35965,en,"Science Fiction/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery/Category: Humour/Category: Novels/Category: American Literature",Public domain in the USA.,TRUE
32657,Spillthrough,"Galouye, Daniel F.",35969,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32664,Black Amazon of Mars,"Brackett, Leigh",25398,en,Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
32688,The Ordeal of Colonel Johns,"Smith, George H. (George Henry)",33574,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32697,The Sword,"Quattrocchi, Frank",35990,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32705,Deadly City,"Fairman, Paul W.",9567,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32734,Fly By Night,"Savage, Arthur Dekker",34306,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
32737,Uniform of a Man,"Dryfoos, Dave",34175,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
32759,Red Nails,"Howard, Robert E. (Robert Ervin)",36031,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
32801,The Plotters,"Shaver, Richard S.",35925,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Romance/Category: Novels,Public domain in the USA.,TRUE
32903,The Victor,"Walton, Bryce",33100,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
33642,Earth Alert!,"Neville, Kris",25913,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
33644,The Secret of the Ninth Planet,"Wollheim, Donald A.",36516,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
33662,"A Republic Without a President, and Other Stories","Ward, Herbert D. (Herbert Dickinson)",33112,en,"Precursors of Science Fiction/Category: Short Stories/Category: Crime, Thrillers and Mystery/Category: American Literature",Public domain in the USA.,TRUE
33871,Old Friends Are the Best,"Sharkey, Jack",32269,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
33934,She Knew He Was Coming,"Neville, Kris",25913,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
33969,New Hire,"Dryfoos, Dave",34175,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
34420,Riya's Foundling,"Budrys, Algis",25613,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
34732,Max Carrados,"Bramah, Ernest",529,en,"Detective Fiction/Category: Short Stories/Category: Crime, Thrillers and Mystery/Category: British Literature",Public domain in the USA.,TRUE
35247,That Affair at Elizabeth,"Stevenson, Burton Egbert",980,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: American Literature",Public domain in the USA.,TRUE
35304,The Last Stroke: A Detective Story,"Lynch, Lawrence L.",31516,en,"Detective Fiction/Humor/Category: Crime, Thrillers and Mystery/Category: Novels",Public domain in the USA.,TRUE
35759,Security Risk,"Clinton, Ed M.",25710,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
37820,Chronicles of Martin Hewitt,"Morrison, Arthur",3903,en,"Detective Fiction/Category: Short Stories/Category: Crime, Thrillers and Mystery/Category: British Literature",Public domain in the USA.,TRUE
39572,West of the sun,"Pangborn, Edgar",32078,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
40953,A Traveler in Time,"Derleth, August",34440,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: American Literature,Public domain in the USA.,TRUE
40970,Exploiter's End,"Causey, James",34044,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
40991,The Butterfly Kiss,"Savage, Arthur Dekker",34306,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
40993,Spacewrecked on Venus,"Jones, Neil R.",32321,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
41029,The Moon Destroyers,"Ruch, Monroe K.",40940,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
41049,The Onslaught from Rigel,"Pratt, Fletcher",40954,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
41622,"Futuria Fantasia, Summer 1939","Bradbury, Ray",41269,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Journalism/Media/Writing,Public domain in the USA.,TRUE
41624,"Futuria Fantasia, Fall 1939","Bradbury, Ray",41269,en,Science Fiction/Category: Short Stories/Category: Poetry/Category: Science-Fiction & Fantasy/Category: American Literature/Category: Journalism/Media/Writing,Public domain in the USA.,TRUE
41627,"Futuria Fantasia, Winter 1940","Bradbury, Ray",41269,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
41714,The Syndic,"Kornbluth, C. M. (Cyril M.)",34039,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
41905,Captives of the Flame,"Delany, Samuel R.",41419,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
41981,The Jewels of Aptor,"Delany, Samuel R.",41419,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
42111,And Then the Town Took Off,"Wilson, Richard",34343,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
42182,The Hyborian Age,"Howard, Robert E. (Robert Ervin)",36031,en,"Science Fiction/Category: Science-Fiction & Fantasy/Category: Mythology, Legends & Folklore",Public domain in the USA.,TRUE
